"zone","state","lga","sector","ea","hhid","s9q29a","s9q29b","s9q29c","s9q30a","s9q30b","s9q30c"
1,7,705,2,4186,70023,,,,71,72,73
1,7,705,2,4186,70024,,,,71,72,
1,7,705,2,4186,70025,,,,71,72,74
1,7,705,2,4186,70026,,,,71,72,74
1,7,705,2,4186,70027,,,,71,72,64
1,7,705,2,4186,70028,,,,71,72,74
1,7,705,2,4186,70029,,,,71,72,74
1,7,705,2,4186,70030,,,,71,72,74
1,7,722,2,234,70031,,,,72,71,
1,7,722,2,234,70032,,,,71,72,74
1,7,722,2,234,70033,71,72,83,,,
1,7,722,2,234,70034,,,,71,72,
1,7,722,2,234,70035,,,,71,72,
1,7,722,2,234,70036,,,,71,91,111
1,7,722,2,234,70038,,,,71,72,74
1,7,722,2,234,70039,71,73,93,,,
1,7,722,2,234,70040,,,,71,75,92
1,7,722,2,892,70041,,,,71,72,74
1,7,722,2,892,70042,61,63,82,,,
1,7,722,2,892,70043,,,,71,92,62
1,7,722,2,892,70044,,,,71,72,73
1,7,722,2,892,70045,71,72,83,,,
1,7,722,2,892,70046,,,,71,72,74
1,7,722,2,892,70047,,,,71,72,74
1,7,722,2,892,70048,,,,71,72,
1,7,722,2,892,70049,,,,71,72,
1,7,722,2,892,70050,,,,71,72,
1,7,710,2,2726,70051,,,,111,114,72
1,7,710,2,2726,70052,,,,71,74,75
1,7,710,2,2726,70053,,,,71,72,73
1,7,710,2,2726,70054,,,,71,72,74
1,7,710,2,2726,70055,,,,71,72,
1,7,710,2,2726,70056,111,114,83,,,
1,7,710,2,2726,70057,43,82,83,,,
1,7,710,2,2726,70058,,,,71,72,74
1,7,710,2,2726,70059,,,,71,72,
1,7,710,2,2726,70060,71,72,92,,,
1,7,711,2,2532,70062,,,,71,72,74
1,7,711,2,2532,70063,,,,72,74,81
1,7,711,2,2532,70064,,,,71,72,74
1,7,711,2,2532,70066,,,,71,92,62
1,7,711,2,2532,70067,,,,92,71,111
1,7,711,2,2532,70068,,,,71,75,74
1,7,711,2,2532,70069,,,,71,75,92
1,7,711,2,2532,70070,,,,71,72,74
1,7,709,2,1226,70071,,,,71,72,74
1,7,709,2,1226,70072,,,,71,72,74
1,7,709,2,1226,70073,,,,71,72,75
1,7,709,2,1226,70074,,,,71,72,
1,7,709,2,1226,70075,,,,71,72,73
1,7,709,2,1226,70076,,,,71,72,73
1,7,709,2,1226,70077,,,,72,73,71
1,7,709,2,1226,70078,,,,71,72,74
1,7,709,2,1226,70079,,,,71,72,74
1,7,709,2,1226,70080,,,,71,74,81
1,7,719,1,1612,70082,11,72,83,,,
1,7,719,1,1612,70083,63,72,81,,,
1,7,719,1,1612,70084,71,72,81,,,
1,7,719,1,1612,70085,71,92,132,,,
1,7,719,1,1612,70086,62,73,,,,
1,7,719,1,1612,70087,64,72,61,,,
1,7,719,1,1612,70088,62,63,83,,,
1,7,719,1,1612,70089,71,63,64,,,
1,7,719,1,1612,70090,12,71,82,,,
1,7,717,2,1248,70091,,,,61,81,64
1,7,717,2,1248,70092,,,,92,91,72
1,7,717,2,1248,70093,,,,72,74,73
1,7,717,2,1248,70094,,,,62,63,72
1,7,717,2,1248,70095,,,,72,73,74
1,7,717,2,1248,70096,,,,63,72,74
1,7,717,2,1248,70097,,,,71,91,92
1,7,717,2,1248,70098,,,,61,64,72
1,7,717,2,1248,70099,,,,71,73,74
1,7,717,2,1248,70100,,,,63,71,74
1,7,701,2,606,70101,63,72,74,,,
1,7,701,2,606,70102,63,81,83,,,
1,7,701,2,606,70103,,,,61,64,43
1,7,701,2,606,70104,61,63,72,,,
1,7,701,2,606,70105,92,72,91,,,
1,7,701,2,606,70106,,,,63,72,73
1,7,701,2,606,70107,,,,72,73,81
1,7,701,2,606,70108,63,72,81,,,
1,7,701,2,606,70109,,,,72,61,73
1,7,701,2,606,70110,,,,73,81,83
1,7,702,2,632,70111,,,,61,63,73
1,7,702,2,632,70112,,,,71,72,73
1,7,702,2,632,70113,72,73,91,,,
1,7,702,2,632,70114,,,,71,73,74
1,7,702,2,632,70115,,,,71,91,92
1,7,702,2,632,70116,61,62,63,,,
1,7,702,2,632,70117,,,,71,91,92
1,7,702,2,632,70118,61,63,72,,,
1,7,702,2,632,70119,,,,61,63,71
1,7,702,2,632,70120,61,63,72,,,
1,7,718,2,1640,70121,,,,72,74,91
1,7,718,2,1640,70122,,,,72,74,75
1,7,718,2,1640,70123,,,,63,72,74
1,7,718,2,1640,70124,,,,,,
1,7,718,2,1640,70125,,,,91,92,72
1,7,718,2,1640,70126,72,73,74,,,
1,7,718,2,1640,70127,72,74,81,,,
1,7,718,2,1640,70128,92,91,,,,
1,7,718,2,1640,70129,,,,,,
1,7,718,2,1640,70130,92,91,72,,,
1,7,715,2,780,70131,,,,61,71,72
1,7,715,2,780,70132,,,,72,73,71
1,7,715,2,780,70133,,,,61,63,72
1,7,715,2,780,70134,91,72,74,,,
1,7,715,2,780,70135,,,,63,71,72
1,7,715,2,780,70136,,,,81,72,71
1,7,715,2,780,70137,61,63,72,,,
1,7,715,2,780,70138,13,61,64,,,
1,7,715,2,780,70139,63,72,73,,,
1,7,715,2,780,70140,,,,64,62,33
1,7,715,1,294,70141,63,72,73,,,
1,7,715,1,294,70142,72,71,81,,,
1,7,715,1,294,70143,63,71,81,,,
1,7,715,1,294,70144,71,72,81,,,
1,7,715,1,294,70145,,,,72,71,73
1,7,715,1,294,70147,,,,74,91,92
1,7,715,1,294,70148,71,72,92,,,
1,7,715,1,294,70149,72,73,71,,,
1,7,715,1,294,70150,72,73,74,,,
1,7,713,2,304,70151,63,72,73,,,
1,7,713,2,304,70152,72,74,92,,,
1,7,713,2,304,70153,63,72,83,,,
1,7,713,2,304,70154,62,63,83,,,
1,7,713,2,304,70155,63,62,83,,,
1,7,713,2,304,70156,72,73,74,,,
1,7,713,2,304,70157,73,91,63,,,
1,7,713,2,304,70158,92,91,72,,,
1,7,713,2,304,70159,63,72,83,,,
1,7,713,2,304,70160,63,71,73,,,
2,8,813,2,2094,80002,,,,62,71,72
2,8,813,2,2094,80003,11,33,71,,,
2,8,813,2,2094,80004,62,71,91,,,
2,8,813,2,2094,80005,101,102,132,,,
2,8,813,2,2094,80006,71,102,92,,,
2,8,813,2,2094,80007,102,72,71,,,
2,8,813,2,2094,80008,43,64,61,,,
2,8,813,2,2094,80009,13,64,91,,,
2,8,821,1,1448,80011,71,81,,,,
2,8,821,1,1448,80012,,,,11,101,102
2,8,821,1,1448,80013,,,,101,102,71
2,8,821,1,1448,80014,71,81,83,,,
2,8,821,1,1448,80015,83,63,71,,,
2,8,821,1,1448,80016,,,,102,101,71
2,8,821,1,1448,80017,11,71,82,,,
2,8,821,1,1448,80018,72,73,91,,,
2,8,821,1,1448,80019,63,71,83,,,
2,8,821,1,1448,80020,63,83,72,,,
2,8,821,1,5062,80021,71,72,102,,,
2,8,821,1,5062,80022,13,71,102,,,
2,8,821,1,5062,80023,72,83,111,,,
2,8,821,1,5062,80024,62,71,91,,,
2,8,821,1,5062,80025,12,71,101,,,
2,8,821,1,5062,80026,72,11,91,,,
2,8,821,1,5062,80027,63,83,,,,
2,8,821,1,5062,80028,71,11,81,,,
3,19,1925,1,0,80029,111,101,81,,,
2,8,821,1,5062,80030,33,71,,,,
2,8,812,2,866,80081,72,111,61,,,
2,8,812,2,866,80082,,,,61,72,91
2,8,812,2,866,80083,71,91,81,,,
2,8,812,2,866,80084,61,72,81,,,
2,8,812,2,866,80085,71,91,62,,,
2,8,812,2,866,80086,,,,72,81,61
2,8,812,2,866,80087,,,,91,71,81
2,8,812,2,866,80088,62,72,81,,,
2,8,812,2,866,80089,,,,72,61,
2,8,812,2,866,80090,,,,102,122,131
2,8,805,2,46,80091,72,71,82,,,
2,8,805,2,46,80092,62,72,111,,,
2,8,805,2,46,80093,12,72,11,,,
2,8,805,2,46,80095,71,81,91,,,
2,8,805,2,46,80097,62,72,81,,,
2,8,805,2,46,80098,13,63,101,,,
2,8,805,2,46,80099,63,72,91,,,
2,8,805,2,46,80100,71,83,111,,,
2,8,827,2,804,80101,,,,11,72,91
2,8,827,2,804,80102,93,102,101,,,
2,8,827,2,804,80103,61,71,83,,,
2,8,827,2,804,80104,71,81,91,,,
2,8,827,2,804,80105,71,81,62,,,
2,8,827,2,804,80106,,,,21,72,11
2,8,827,2,804,80107,72,61,111,,,
2,8,827,2,804,80108,91,81,62,,,
2,8,827,2,804,80109,61,72,102,,,
2,8,827,2,804,80110,61,72,83,,,
2,8,820,2,1030,80141,,,,81,72,71
2,8,820,2,1030,80142,23,63,81,,,
2,8,820,2,1030,80143,,,,71,33,72
2,8,820,2,1030,80144,,,,43,71,72
2,8,820,2,1030,80145,,,,71,43,72
2,8,820,2,1030,80146,71,82,,,,
2,8,820,2,1030,80147,,,,71,91,63
2,8,820,2,1030,80148,83,81,102,,,
2,8,820,2,1030,80149,71,72,,,,
2,8,820,2,1030,80150,72,102,83,,,
2,8,824,2,768,80151,102,,,,,
2,8,824,2,768,80152,93,132,102,,,
2,8,824,2,768,80153,61,71,91,,,
2,8,824,2,768,80154,71,82,91,,,
2,8,824,2,768,80155,61,71,81,,,
2,8,824,2,768,80156,82,72,92,,,
2,8,824,2,768,80157,71,81,,,,
2,8,824,2,768,80158,83,92,102,,,
2,8,824,2,768,80159,71,93,132,,,
2,8,824,2,768,80160,102,81,71,,,
1,7,704,2,0,80161,,,,,,
2,8,815,2,362,80201,,,,101,102,92
2,8,815,2,362,80202,,,,71,73,82
2,8,815,2,362,80203,,,,102,72,92
2,8,815,2,362,80204,,,,102,,
2,8,815,2,362,80205,,,,102,,
2,8,815,2,362,80207,,,,91,,
2,8,815,2,362,80208,111,91,71,,,
2,8,815,2,362,80209,,,,13,71,73
2,8,815,2,362,80210,131,92,81,,,
5,9,908,1,278,90001,31,61,72,,,
5,9,908,1,278,90002,,,,71,72,74
5,9,908,1,278,90003,,,,71,72,131
5,9,908,1,278,90004,,,,72,73,74
5,9,908,1,278,90005,131,92,91,,,
5,9,908,1,0,90006,131,11,74,,,
5,3,312,2,0,90007,,,,71,91,13
5,9,908,1,0,90008,,,,71,72,132
5,9,908,1,278,90009,71,131,91,,,
5,9,908,1,278,90010,,,,73,74,75
5,9,903,2,48,90011,132,131,92,,,
5,9,903,2,0,90013,63,72,73,,,
5,9,903,2,48,90014,61,74,72,,,
5,9,903,2,48,90015,72,74,73,,,
5,9,903,2,48,90016,62,71,72,,,
5,9,909,1,0,90017,73,74,11,,,
5,9,903,2,48,90018,,,,23,74,101
5,9,903,2,48,90019,71,74,132,,,
5,9,903,2,48,90020,64,81,71,,,
5,9,915,1,1390,90021,,,,71,73,74
5,9,915,1,1390,90022,71,72,73,,,
5,9,915,1,1390,90024,63,71,72,,,
5,9,915,1,1390,90025,,,,71,72,73
5,9,915,1,1390,90026,71,111,92,,,
5,9,915,1,1390,90027,,,,73,72,71
5,9,915,1,1390,90028,71,73,131,,,
5,9,915,1,1390,90029,72,71,,,,
5,9,915,1,1390,90030,,,,61,71,81
5,9,917,1,1254,90031,71,73,,,,
5,9,917,1,1254,90032,121,122,,,,
5,9,917,1,1254,90033,72,71,73,,,
5,9,917,1,1254,90034,,,,131,132,
5,9,917,1,1254,90035,72,71,73,,,
5,9,917,1,1254,90036,71,72,73,,,
5,9,917,1,1254,90037,,,,72,71,73
5,9,917,1,1254,90038,,,,71,72,73
5,9,917,1,1254,90039,,,,72,73,74
5,9,917,1,1254,90040,,,,12,74,114
5,9,901,2,398,90041,63,81,71,,,
5,9,901,2,398,90042,,,,71,72,73
5,9,901,2,398,90043,62,81,113,,,
5,9,901,2,398,90044,12,72,73,,,
5,9,901,2,398,90045,,,,71,72,73
5,9,901,2,398,90046,,,,73,74,83
5,9,901,2,398,90047,73,83,91,,,
5,9,901,2,398,90048,,,,71,73,83
5,9,901,2,398,90049,,,,91,101,
5,3,331,1,0,90051,,,,72,61,93
5,9,910,2,200,90052,,,,61,62,63
5,9,910,2,200,90054,,,,61,64,
5,9,910,2,0,90055,,,,71,72,73
5,9,910,2,200,90057,61,81,83,,,
5,9,912,2,0,90058,,,,71,72,73
5,9,910,2,200,90059,,,,62,71,72
5,9,910,2,200,90060,,,,11,61,72
5,9,907,2,1446,90061,,,,92,91,
5,9,907,2,1446,90062,,,,83,61,62
5,9,907,2,1446,90063,111,112,113,,,
5,9,907,2,1446,90064,12,72,73,,,
5,9,907,2,1446,90065,61,71,72,,,
5,9,907,2,1446,90066,11,62,61,,,
5,9,907,2,1446,90067,,,,74,12,91
5,9,907,2,1446,90068,,,,71,93,
5,9,907,2,1446,90069,,,,61,62,64
5,9,907,2,0,90070,111,121,132,,,
5,9,912,2,102,90071,,,,131,132,72
5,9,912,2,0,90072,71,72,73,,,
5,9,912,2,102,90073,,,,71,72,73
5,9,912,2,102,90074,,,,64,81,
5,9,912,2,102,90075,,,,71,72,73
5,9,912,2,102,90076,,,,72,75,
5,9,912,2,102,90077,,,,71,72,73
5,9,912,2,102,90078,,,,71,91,93
5,9,912,2,102,90079,71,83,,,,
5,9,912,2,102,90080,,,,111,112,113
5,9,916,2,1068,90081,,,,71,73,91
5,9,916,2,1068,90082,,,,71,72,73
5,9,916,2,1068,90083,71,72,73,,,
5,9,916,2,1068,90084,71,72,73,,,
5,9,916,2,1068,90085,71,72,73,,,
5,9,916,2,1068,90086,,,,91,92,
5,9,916,2,1068,90087,,,,131,132,
5,9,916,2,1068,90088,,,,73,74,75
5,9,916,2,1068,90089,72,93,83,,,
5,9,916,2,1068,90090,,,,71,72,92
5,9,918,2,834,90091,,,,61,62,64
5,9,918,2,834,90092,93,61,83,,,
5,9,918,2,834,90093,,,,61,62,63
5,9,918,2,834,90094,71,72,73,,,
5,9,918,2,834,90095,,,,71,72,73
5,9,918,2,834,90096,,,,62,61,11
5,9,918,2,834,90097,,,,61,62,
5,9,918,2,0,90098,,,,101,71,
5,9,918,2,834,90099,,,,71,72,73
5,9,918,2,834,90100,72,71,61,,,
5,9,905,2,978,90101,,,,71,73,91
5,9,905,2,978,90102,72,73,,,,
1,25,2503,2,0,90103,,,,71,72,73
5,9,905,2,978,90104,62,72,74,,,
5,9,905,2,978,90105,,,,71,72,73
5,9,905,2,978,90106,73,71,,,,
5,9,905,2,978,90107,71,72,73,,,
5,9,905,2,978,90108,71,83,,,,
5,9,905,2,0,90109,61,62,63,,,
5,9,905,2,978,90110,,,,71,72,61
5,9,914,2,1746,90112,,,,71,72,73
5,9,914,2,1746,90113,62,83,93,,,
5,9,914,2,1746,90114,,,,71,72,73
5,9,914,2,1746,90115,,,,61,71,72
5,9,914,2,1746,90116,,,,61,62,73
5,9,914,2,1746,90117,,,,73,61,11
5,9,914,2,1746,90118,,,,73,61,11
5,9,907,2,0,90119,62,91,93,,,
5,9,914,2,1746,90120,83,71,,,,
5,9,913,2,2266,90121,61,71,83,,,
5,9,913,2,2266,90122,,,,61,62,63
4,11,1107,2,0,90123,,,,,,
5,9,913,2,2266,90124,,,,71,61,73
5,9,913,2,2266,90125,,,,61,62,72
5,9,913,2,2266,90126,83,61,63,,,
5,9,913,2,2266,90127,61,62,63,,,
5,9,913,2,2266,90128,31,11,61,,,
5,9,913,2,2266,90129,,,,61,31,
5,9,913,2,2266,90130,,,,61,64,
5,10,1014,2,80,100001,,,,,,
5,10,1014,2,80,100002,71,,,,,
5,10,1014,2,80,100003,71,61,64,,,
5,10,1014,2,80,100004,71,31,,,,
5,10,1014,2,80,100005,81,82,61,,,
5,10,1014,2,80,100006,61,62,132,,,
5,10,1014,2,80,100007,71,72,132,,,
5,10,1014,2,80,100008,,,,,,
5,10,1014,2,80,100009,72,92,132,,,
5,10,1001,2,172,100013,81,82,83,,,
5,10,1001,2,172,100014,,,,71,72,73
5,10,1001,2,172,100015,71,92,132,,,
5,10,1001,2,172,100016,71,82,72,,,
5,10,1001,2,172,100017,,,,71,,
5,10,1001,2,172,100018,12,72,,,,
5,10,1001,2,172,100019,71,,,,,
5,10,1001,2,172,100020,72,71,92,,,
5,10,1002,2,0,100021,71,81,61,,,
5,10,1007,1,1166,100022,72,71,92,,,
5,10,1007,1,1166,100024,11,71,,,,
5,10,1007,1,1166,100025,72,81,92,,,
5,10,1007,1,1166,100026,,,,71,,
5,10,1007,1,1166,100027,72,12,,,,
5,10,1007,1,1166,100028,71,,,,,
5,10,1007,1,1166,100029,71,83,81,,,
5,10,1007,1,1166,100030,,,,71,72,
5,10,1008,2,1314,100031,71,,,,,
5,10,1008,2,1314,100032,83,92,101,,,
5,10,1008,2,1314,100033,71,72,101,,,
5,10,1008,2,1314,100034,83,,,,,
5,10,1008,2,1314,100035,72,11,,,,
5,10,1008,2,1314,100036,72,,,,,
5,10,1008,2,1314,100037,83,82,,,,
5,10,1008,2,1314,100038,,,,71,81,92
5,10,1008,2,1314,100039,72,,,,,
5,10,1008,2,1314,100040,72,,,,,
5,10,1008,2,1718,100041,82,,,,,
5,10,1008,2,1718,100042,72,92,83,,,
5,10,1008,2,1718,100043,72,83,12,,,
5,10,1008,2,1718,100044,,,,12,92,101
5,10,1008,2,1718,100045,83,,,,,
5,10,1008,2,1718,100046,83,82,,,,
5,10,1008,2,1718,100047,11,71,,,,
5,10,1008,2,1718,100048,,,,72,,
5,10,1008,2,1718,100049,,,,71,11,
5,10,1008,2,1718,100050,61,72,,,,
5,10,1021,2,120,100053,,,,71,72,101
5,10,1021,2,120,100054,,,,72,11,93
5,10,1021,2,120,100055,72,11,,,,
5,10,1021,2,120,100056,71,11,,,,
5,10,1021,2,120,100057,71,73,,,,
5,10,1021,2,120,100058,72,92,101,,,
5,10,1021,2,120,100059,,,,71,,
5,10,1012,2,936,100061,,,,11,71,132
5,10,1012,2,936,100063,72,13,71,,,
5,10,1012,2,936,100064,71,73,75,,,
5,10,1012,2,936,100065,,,,71,72,92
5,10,1012,2,936,100066,12,33,72,,,
5,10,1012,2,0,100067,,,,71,72,73
5,10,1012,2,936,100068,,,,71,72,73
5,10,1012,2,936,100070,92,101,102,,,
5,10,1010,2,20,100071,11,71,83,,,
5,10,1010,2,20,100072,,,,61,62,63
5,10,1010,2,20,100073,,,,71,72,73
5,10,1010,2,20,100074,71,72,73,,,
5,10,1010,2,20,100075,62,71,83,,,
5,10,1010,2,20,100076,,,,61,62,63
5,10,1010,2,20,100077,63,71,83,,,
5,10,1010,2,0,100078,12,63,83,,,
5,10,1010,2,20,100079,,,,12,72,83
5,10,1010,2,20,100080,,,,12,71,83
5,10,1005,2,1374,100082,61,81,73,,,
5,10,1005,2,1374,100083,71,72,73,,,
5,10,1005,2,1374,100085,71,72,73,,,
5,10,1005,2,1374,100086,74,73,72,,,
5,10,1005,2,1374,100087,,,,71,83,11
5,10,1005,2,1374,100088,81,82,83,,,
5,10,1005,2,1374,100089,83,11,12,,,
5,10,1005,2,1374,100090,83,81,63,,,
5,10,1005,1,662,100091,12,63,83,,,
5,10,1005,1,662,100092,71,72,73,,,
5,10,1005,1,662,100093,64,71,72,,,
5,10,1005,1,662,100094,,,,64,71,73
5,10,1005,1,662,100095,71,72,73,,,
5,10,1005,1,662,100096,63,83,,,,
5,10,1005,1,662,100097,63,83,71,,,
5,10,1005,1,662,100098,61,83,12,,,
5,10,1005,1,662,100100,63,83,81,,,
5,10,1018,2,898,100101,71,11,83,,,
5,10,1018,2,898,100102,71,72,74,,,
5,10,1018,2,898,100103,71,72,73,,,
5,10,1018,2,898,100104,63,71,83,,,
5,10,1018,2,898,100105,,,,71,72,74
5,10,1018,2,898,100106,63,62,83,,,
5,10,1018,2,898,100107,81,82,83,,,
5,10,1018,2,898,100108,71,72,74,,,
5,10,1018,2,898,100109,,,,91,92,93
5,10,1018,2,898,100110,61,71,73,,,
5,10,1018,1,634,100111,71,72,73,,,
5,10,1018,1,634,100112,111,112,113,,,
5,10,1018,1,634,100113,71,72,74,,,
5,10,1018,1,634,100115,,,,71,72,74
5,10,1018,1,634,100117,72,83,61,,,
5,10,1018,1,634,100118,71,72,73,,,
5,10,1018,1,634,100119,101,63,83,,,
5,10,1018,1,634,100120,63,74,83,,,
5,10,1020,1,38,100122,71,72,73,,,
5,10,1020,1,38,100123,71,72,74,,,
5,10,1020,1,38,100124,,,,71,72,73
5,10,1020,1,38,100125,63,71,83,,,
5,10,1020,1,38,100126,64,72,83,,,
5,10,1020,1,38,100127,71,72,73,,,
5,10,1020,1,0,100128,71,73,74,,,
5,10,1020,1,38,100129,71,72,74,,,
5,10,1020,1,38,100130,121,122,123,,,
5,10,1025,2,1774,100131,71,73,74,,,
5,10,1025,2,1774,100132,63,64,83,,,
5,10,1025,2,1774,100133,63,72,83,,,
5,10,1025,2,1774,100134,71,72,73,,,
5,10,1025,2,1774,100135,83,63,71,,,
5,10,1025,2,1774,100136,71,72,73,,,
5,10,1025,2,1774,100138,71,72,74,,,
4,11,1104,1,2028,110001,,,,,,
4,11,1104,1,2028,110002,,,,,,
4,11,1104,1,2028,110003,,,,,,
4,11,1104,1,2028,110004,132,131,92,,,
4,11,1104,1,2028,110005,,,,,,
4,11,1104,1,2028,110006,,,,,,
4,11,1104,1,2028,110007,,,,,,
4,11,1104,1,2028,110008,,,,,,
4,11,1104,1,2028,110009,,,,,,
4,11,1104,1,2028,110010,,,,,,
4,11,1112,2,1952,110011,,,,,,
4,11,1112,2,1952,110012,,,,,,
4,11,1112,2,1952,110013,,,,,,
4,11,1112,2,1952,110014,,,,,,
4,11,1112,2,1952,110015,,,,,,
4,11,1112,2,1952,110016,131,132,72,,,
4,11,1112,2,1952,110017,,,,,,
4,11,1112,2,1952,110018,131,72,132,,,
4,11,1112,2,1952,110019,12,123,132,,,
4,11,1112,2,1952,110020,12,33,132,,,
4,11,1112,2,78,110021,,,,,,
4,11,1112,2,78,110022,,,,,,
4,11,1112,2,78,110023,,,,,,
4,11,1112,2,78,110024,,,,,,
4,11,1112,2,78,110025,,,,,,
4,11,1112,2,78,110026,,,,,,
4,11,1112,2,78,110027,,,,,,
4,11,1112,2,78,110028,,,,,,
4,11,1112,2,78,110029,,,,,,
4,11,1112,2,78,110030,,,,,,
4,11,1110,2,714,110031,,,,,,
4,11,1110,2,714,110032,,,,,,
4,11,1110,2,714,110033,,,,,,
4,11,1110,2,714,110034,,,,,,
4,11,1110,2,714,110035,,,,,,
4,11,1110,2,714,110036,,,,,,
4,11,1110,2,714,110037,,,,71,,
4,11,1110,2,714,110038,,,,,,
4,11,1110,2,714,110039,,,,,,
4,11,1110,2,714,110040,,,,,,
4,11,1110,2,2752,110041,13,72,132,,,
4,11,1110,2,2752,110042,,,,,,
4,11,1110,2,2752,110043,,,,,,
4,11,1110,2,2752,110044,,,,,,
4,11,1110,2,2752,110045,,,,,,
4,11,1110,2,2752,110046,,,,,,
4,11,1110,2,2752,110047,,,,,,
4,11,1110,2,2752,110048,132,131,62,,,
4,11,1110,2,2752,110049,63,61,132,,,
4,11,1110,2,2752,110050,132,131,62,,,
4,11,1108,2,492,110051,,,,,,
4,11,1108,2,492,110052,,,,,,
4,11,1108,2,492,110053,,,,,,
4,11,1108,2,492,110054,,,,,,
4,11,1108,2,492,110055,,,,,,
4,11,1108,2,492,110056,72,122,132,,,
4,11,1108,2,492,110057,13,72,132,,,
4,11,1108,2,492,110058,,,,,,
4,11,1108,2,492,110059,,,,,,
4,11,1108,2,492,110060,,,,,,
4,11,1105,2,100,110061,,,,,,
4,11,1105,2,100,110062,,,,,,
4,11,1105,2,100,110063,,,,,,
4,11,1105,2,100,110064,71,72,,,,
4,11,1105,2,100,110065,,,,,,
4,11,1105,2,100,110066,,,,,,
4,11,1105,2,100,110067,,,,,,
4,11,1105,2,100,110068,,,,71,,
4,11,1105,2,100,110069,,,,,,
4,11,1105,2,100,110070,,,,71,,
4,11,1106,2,446,110071,,,,,,
4,11,1106,2,446,110072,,,,,,
4,11,1106,2,446,110073,,,,,,
4,11,1106,2,446,110074,,,,,,
4,11,1106,2,446,110075,,,,,,
4,11,1106,2,446,110076,,,,,,
4,11,1106,2,446,110078,,,,,,
4,11,1106,2,446,110079,,,,,,
4,11,1106,2,446,110080,132,131,62,,,
4,11,1104,2,434,110081,,,,,,
4,11,1104,2,434,110082,,,,,,
4,11,1104,2,434,110083,,,,,,
4,11,1104,2,434,110084,,,,,,
4,11,1104,2,434,110085,,,,,,
4,11,1104,2,434,110086,,,,,,
4,11,1104,2,434,110087,,,,,,
4,11,1104,2,434,110088,,,,,,
4,11,1104,2,434,110089,,,,,,
4,11,1104,2,434,110090,,,,,,
4,11,1107,2,1034,110091,,,,,,
4,11,1107,2,1034,110092,,,,,,
4,11,1107,2,1034,110093,,,,,,
4,11,1107,2,1034,110094,,,,,,
4,11,1107,2,1034,110095,,,,,,
4,11,1107,2,1034,110096,,,,,,
4,11,1107,2,1034,110097,,,,,,
4,11,1107,2,1034,110098,,,,,,
4,11,1107,2,1034,110099,,,,,,
4,11,1107,2,1034,110100,,,,,,
4,11,1109,2,672,110101,,,,,,
4,11,1109,2,672,110102,,,,,,
4,11,1109,2,672,110103,,,,,,
4,11,1109,2,672,110104,,,,,,
4,11,1109,2,672,110105,,,,,,
4,11,1109,2,672,110106,,,,,,
4,11,1109,2,672,110107,11,72,132,,,
4,11,1109,2,672,110108,,,,,,
4,11,1109,2,672,110109,,,,,,
4,11,1109,2,672,110110,,,,,,
4,11,1113,2,954,110111,,,,,,
4,11,1113,2,954,110112,,,,,,
4,11,1113,2,954,110113,,,,,,
4,11,1113,2,954,110114,,,,,,
4,11,1113,2,954,110115,,,,,,
4,11,1113,2,954,110116,,,,,,
4,11,1113,2,954,110117,,,,,,
4,11,1113,2,954,110118,71,111,33,,,
4,11,1113,2,954,110119,,,,,,
4,11,1113,2,954,110120,12,62,71,,,
4,11,1102,2,936,110121,,,,,,
4,11,1102,2,936,110122,,,,,,
4,11,1102,2,936,110123,,,,,,
4,11,1102,2,936,110124,,,,,,
4,11,1102,2,936,110125,,,,,,
4,11,1102,2,936,110126,,,,,,
4,11,1102,2,936,110127,,,,,,
4,11,1102,2,936,110128,,,,,,
4,11,1102,2,936,110129,,,,,,
4,11,1102,2,936,110130,,,,,,
4,11,1101,2,154,110131,,,,,,
4,11,1101,2,154,110132,,,,,,
4,11,1101,2,154,110133,,,,,,
4,11,1101,2,154,110134,,,,,,
4,11,1101,2,154,110135,,,,,,
4,11,1101,2,154,110136,,,,,,
4,11,1101,2,154,110137,,,,,,
4,11,1101,2,154,110138,,,,,,
4,11,1101,2,154,110139,,,,,,
4,11,1101,2,154,110140,,,,,,
5,12,1211,1,2856,120001,,,,,,
5,12,1211,1,2856,120002,61,71,91,,,
5,12,1211,1,2856,120003,63,131,132,,,
5,12,1211,1,2856,120004,11,12,111,,,
5,12,1211,1,2856,120005,92,82,113,,,
5,12,1211,1,2856,120006,13,63,131,,,
5,12,1211,1,2856,120007,,,,71,12,73
5,12,1211,1,2856,120008,71,72,73,,,
5,12,1211,1,2856,120010,73,83,93,,,
5,12,1202,1,0,120011,71,72,73,,,
5,12,1202,1,2146,120012,13,131,132,,,
5,12,1202,1,2146,120013,12,61,62,,,
5,12,1202,1,2146,120014,13,131,132,,,
5,12,1202,1,2146,120015,71,63,83,,,
5,12,1202,1,2146,120017,12,11,13,,,
5,12,1202,1,2146,120018,,,,,,
5,12,1202,1,2146,120019,71,72,73,,,
5,12,1202,1,2146,120020,61,92,91,,,
5,12,1202,1,2710,120021,11,12,13,,,
5,12,1202,1,2710,120022,13,63,64,,,
5,12,1202,1,2710,120023,11,12,13,,,
5,12,1202,1,2710,120024,12,73,132,,,
5,12,1202,1,2710,120025,61,62,72,,,
5,12,1202,1,2710,120026,62,12,81,,,
5,12,1202,1,0,120027,11,63,83,,,
5,12,1202,1,2710,120028,41,71,82,,,
