"zone","state","lga","sector","ea","hhid","s9q29a","s9q29b","s9q29c","s9q30a","s9q30b","s9q30c"
5,12,1202,1,0,120029,61,81,92,,,
5,12,1202,1,2710,120030,11,71,83,,,
5,12,1212,1,0,120031,71,12,73,,,
5,12,1212,1,1392,120032,63,73,93,,,
5,12,1212,1,0,120033,63,131,132,,,
5,12,1212,1,1392,120034,72,74,82,,,
5,12,1212,1,1392,120035,62,92,111,,,
5,12,1212,1,1392,120036,63,73,131,,,
5,12,1212,1,1392,120037,63,131,132,,,
5,12,1212,1,1392,120038,71,72,73,,,
5,12,1212,1,1392,120039,72,93,91,,,
5,12,1212,1,1392,120040,71,101,83,,,
5,12,1208,2,526,120041,,,,61,82,132
5,12,1208,2,526,120042,63,131,132,,,
5,12,1208,2,526,120043,61,62,63,,,
5,12,1208,2,526,120044,71,72,73,,,
5,12,1208,2,526,120045,71,72,73,,,
5,12,1208,2,526,120046,63,82,131,,,
5,12,1208,2,526,120047,61,71,81,,,
5,12,1208,2,526,120048,,,,,,
5,12,1208,2,526,120049,,,,81,93,121
5,12,1208,2,526,120050,12,13,11,,,
5,12,1216,2,618,120051,,,,81,93,123
5,12,1216,2,618,120052,,,,61,62,63
5,12,1216,2,618,120053,,,,64,93,122
5,12,1216,2,618,120054,,,,71,81,83
5,12,1216,2,618,120055,,,,61,82,92
5,12,1216,2,618,120056,,,,71,72,73
5,12,1216,2,618,120057,61,62,63,,,
5,12,1216,2,618,120058,,,,61,62,63
5,12,1216,2,618,120059,,,,71,72,73
5,12,1216,2,0,120060,61,62,63,,,
5,12,1210,2,462,120061,23,64,82,,,
5,12,1210,2,462,120062,71,81,83,,,
5,12,1210,2,462,120063,,,,81,71,72
5,12,1210,2,462,120064,,,,,,
5,12,1210,2,462,120065,63,81,131,,,
5,12,1210,2,462,120066,,,,61,62,64
5,12,1210,2,462,120067,,,,81,82,83
5,12,1210,2,462,120068,64,72,92,,,
5,12,1210,2,462,120069,61,83,93,,,
5,12,1210,2,462,120070,,,,,,
5,12,1204,2,736,120071,63,71,73,,,
5,12,1204,2,736,120072,11,63,83,,,
5,12,1204,2,736,120073,71,72,73,,,
5,12,1204,2,736,120074,81,83,63,,,
5,12,1204,2,736,120075,71,81,92,,,
5,12,1204,2,736,120076,63,81,62,,,
5,12,1204,2,736,120078,63,64,83,,,
5,12,1204,2,736,120079,31,63,73,,,
5,12,1204,2,736,120080,71,72,73,,,
5,12,1211,1,2220,120081,63,72,83,,,
5,12,1211,1,2220,120082,71,72,73,,,
5,12,1211,1,2220,120083,,,,,,
5,12,1211,1,0,120084,64,73,92,,,
5,12,1211,1,2220,120085,13,31,131,,,
5,12,1211,1,2220,120086,63,83,92,,,
5,12,1211,1,0,120087,71,72,63,,,
5,12,1211,1,2220,120088,111,114,121,,,
5,12,1211,1,2220,120089,61,62,64,,,
5,12,1211,1,2220,120090,13,31,131,,,
5,12,1214,2,452,120091,,,,71,73,72
5,12,1214,2,452,120092,,,,,,
5,12,1214,2,452,120093,,,,91,92,111
5,12,1214,2,452,120094,71,72,73,,,
5,12,1214,2,0,120096,91,92,93,,,
5,12,1214,2,452,120098,,,,61,62,64
5,12,1214,2,452,120099,,,,11,31,61
5,12,1214,2,452,120100,31,63,82,,,
6,13,1310,1,0,130001,71,72,73,,,
6,13,1310,1,0,130003,61,62,83,,,
6,13,1310,1,0,130004,13,71,,,,
6,13,1310,1,0,130005,,,,71,72,73
6,13,1310,1,0,130007,83,,,,,
6,13,1310,1,0,130008,,,,71,72,73
6,13,1310,1,1300,130010,72,73,74,,,
6,13,1314,1,6,130011,73,83,92,,,
6,13,1314,1,6,130012,71,83,73,,,
6,13,1314,1,6,130013,81,82,73,,,
6,13,1314,1,6,130014,72,62,71,,,
6,13,1314,1,6,130015,71,83,72,,,
6,13,1314,1,6,130016,71,72,81,,,
6,13,1314,1,6,130017,73,72,74,,,
6,13,1314,1,6,130018,72,83,73,,,
6,13,1314,1,0,130019,71,72,73,,,
6,13,1311,1,0,130020,,,,73,72,71
6,13,1307,1,268,130021,71,72,73,,,
6,13,1307,1,0,130023,63,62,71,,,
6,24,2403,1,0,130024,71,72,,,,
